chromosome,window_start,window_end,Azucena_CG,IR64_CG,Azucena_CHG,IR64_CHG,Azucena_CHH,IR64_CHH,recombination_rate
chr6,4300001,4400000,966,1474,183,397,51,22,0
chr6,4400001,4500000,896,973,126,242,53,93,0.945628112
chr6,4500001,4600000,1029,880,169,209,39,204,0
chr6,4600001,4700000,1105,778,424,122,3,63,0.473937096
chr6,4700001,4800000,954,1175,266,212,58,67,0
chr6,4800001,4900000,1025,959,155,222,118,77,0.707536525
chr6,4900001,5000000,1362,1025,264,104,35,59,0
chr6,5000001,5100000,838,857,118,199,105,78,0.707536525
chr6,5100001,5200000,985,1075,229,259,36,111,0.235845508
chr6,5200001,5300000,951,1127,233,227,121,104,0
chr6,5300001,5400000,896,1351,176,225,81,56,0.235845508
chr6,5400001,5500000,1064,953,230,168,25,70,0.471691016
chr6,5500001,5600000,1149,993,266,239,72,219,0.707536525
chr6,5600001,5700000,1096,956,221,187,34,193,2.132754801
chr6,5700001,5800000,1268,1026,244,124,62,71,0.471691016
chr6,5800001,5900000,831,1305,219,346,64,85,0.707536525
chr6,5900001,6000000,1045,1239,337,252,26,71,0.471691016
chr6,6000001,6100000,994,1357,195,281,63,115,0
chr6,6100001,6200000,1093,749,425,203,45,72,0.236963225
chr6,6200001,6300000,1414,1163,293,332,49,31,0.236963225
chr6,6300001,6400000,1417,992,401,156,33,117,0.235845508
chr6,6400001,6500000,1077,1263,296,339,40,102,0.471691016
chr6,6500001,6600000,1123,990,410,166,29,59,0.235845508
chr6,6600001,6700000,1078,1102,308,206,55,142,0
chr6,6700001,6800000,1059,1269,271,281,26,81,0.473926451
chr6,6800001,6900000,1034,1152,270,281,70,82,1.902552181
chr6,6900001,7000000,1075,1313,174,347,31,41,1.187083648
chr6,7000001,7100000,957,1198,173,231,59,87,0.473926451
chr6,7100001,7200000,1099,1056,326,211,74,58,0.946735184
chr6,7200001,7300000,936,1172,189,163,96,32,0.236963225
chr6,7300001,7400000,995,1138,213,277,12,146,0.471691016
chr6,7400001,7500000,907,1508,158,576,70,84,0.943382033
chr6,7500001,7600000,1284,825,293,185,21,49,0
chr6,7600001,7700000,1325,1338,293,294,18,31,0.235845508
chr6,7700001,7800000,1144,1347,386,314,60,86,0
chr6,7800001,7900000,1287,1820,525,308,59,40,0.235845508
chr6,7900001,8000000,1071,1508,314,329,102,25,1.186008972
chr6,8000001,8100000,1159,1209,312,353,43,54,2.612443254
chr6,8100001,8200000,1450,1307,471,367,44,73,0.235845508
chr6,8200001,8300000,1318,1493,220,439,47,92,0.235845508
chr6,8300001,8400000,1159,1005,420,168,50,80,0.235845508
chr6,8400001,8500000,1299,1552,435,317,24,41,0.235845508
chr6,8500001,8600000,1338,1271,362,171,98,85,0.235845508
chr6,8600001,8700000,1410,1105,562,320,4,80,0
chr6,8700001,8800000,1764,1634,589,433,7,9,0
chr6,8800001,8900000,1761,1332,677,380,15,116,0
chr6,8900001,9000000,1386,578,467,188,57,0,0.235845508
chr6,9000001,9100000,1347,1719,356,465,48,17,0.714317955
chr6,9100001,9200000,1318,1518,303,535,22,26,0
chr6,9200001,9300000,1252,1435,265,347,23,74,0.943382033
chr6,9300001,9400000,1121,1342,241,389,62,62,0.473937096
chr6,9400001,9500000,1438,1710,404,442,32,43,0.709782604
chr6,9500001,9600000,1667,1124,679,223,9,51,0.471691016
chr6,9600001,9700000,1711,1221,542,232,0,21,0.471691016
chr6,9700001,9800000,1380,1559,280,471,16,35,1.1837197
chr6,9800001,9900000,1445,1323,454,227,64,10,0.471691016
chr6,9900001,10000000,1433,1638,437,435,52,61,0
chr6,10000001,10100000,1307,1497,484,334,16,112,0.235845508
chr6,10100001,10200000,1467,1096,634,326,1,58,0.235845508
chr6,10200001,10300000,1442,1914,311,550,38,6,0
chr6,10300001,10400000,1298,1315,305,324,83,63,0
chr6,10400001,10500000,1607,1764,501,757,41,42,0
chr6,10500001,10600000,1481,1883,459,595,33,42,0.235845508
chr6,10600001,10700000,1582,1757,566,501,37,50,0
chr6,10700001,10800000,1216,1935,310,426,23,19,0.235845508
chr6,10800001,10900000,1436,1189,341,354,31,26,0.235845508
chr6,10900001,11000000,1403,1420,385,344,30,22,0.235845508
chr6,11000001,11100000,1576,1532,458,369,12,1,0
chr6,11100001,11200000,1624,1358,682,396,9,6,0
chr6,11200001,11300000,1408,1836,284,425,19,20,0.471691016
chr6,11300001,11400000,1213,1849,322,581,8,7,0.235845508
chr6,11400001,11500000,1232,1264,189,275,40,46,0.235845508
chr6,11500001,11600000,626,1687,265,338,2,13,0
chr6,11600001,11700000,1789,977,681,207,12,28,0.235845508
chr6,11700001,11800000,1165,2030,350,589,46,14,0.471691016
chr6,11800001,11900000,1432,1627,368,339,23,8,0.943382033
chr6,11900001,12000000,1175,1656,392,469,11,14,0
chr6,12000001,12100000,1496,1743,510,695,0,11,0
chr6,12100001,12200000,1198,1590,381,272,18,14,0.235845508
chr6,12200001,12300000,1067,1432,387,621,16,30,0
chr6,12300001,12400000,2207,1585,1034,445,12,2,0
chr6,12400001,12500000,1794,1847,581,581,15,8,0.235845508
chr6,12500001,12600000,1338,1337,491,451,7,8,0
chr6,12600001,12700000,1777,1460,796,542,19,12,0
chr6,12700001,12800000,1665,2344,735,841,34,50,0.235845508
chr6,12800001,12900000,1892,1889,455,917,30,41,0
chr6,12900001,13000000,1350,2052,278,765,19,33,0.235845508
chr6,13000001,13100000,1559,1441,460,224,3,54,0
chr6,13100001,13200000,1746,1797,709,396,25,24,0
chr6,13200001,13300000,1906,1854,751,643,6,32,0.943382033
chr6,13300001,13400000,1314,2110,355,814,30,12,0.471691016
chr6,13400001,13500000,1397,2058,581,570,9,47,0
chr6,13500001,13600000,1691,1258,588,223,6,10,0
chr6,13600001,13700000,1545,1851,496,387,7,6,0.235845508
chr6,13700001,13800000,1719,1883,389,606,11,5,0.473937096
chr6,13800001,13900000,1344,1248,448,300,7,40,0
chr6,13900001,14000000,1561,1945,635,520,5,2,0.235845508
chr6,14000001,14100000,1692,1876,668,683,11,11,0
chr6,14100001,14200000,1529,2070,793,666,3,13,0
chr6,14200001,14300000,1580,1934,598,634,24,4,0
chr6,14300001,14400000,2168,1641,1067,823,3,3,0
chr6,14400001,14500000,1528,1390,515,413,1,11,0.235845508
chr6,14500001,14600000,1494,2337,701,741,5,18,0
chr6,14600001,14700000,1598,1214,603,466,13,4,0
chr6,14700001,14800000,1696,1444,714,628,16,3,0
chr6,14800001,14900000,2141,1649,1087,533,11,27,0
chr6,14900001,15000000,2082,1810,1143,879,8,20,0
chr6,15000001,15100000,4135,1527,302,451,6,14,0
chr6,15100001,15200000,2129,2243,598,896,3,0,0
chr6,15200001,15300000,1934,2688,1195,1226,3,0,0
chr6,15300001,15400000,1701,2706,814,1239,4,10,0
chr6,15400001,15500000,2032,2288,944,1008,5,6,0
chr6,15500001,15600000,2118,2393,998,1212,15,0,0
chr6,15600001,15700000,2098,1891,820,128,9,0,0
chr6,15700001,15800000,2080,2813,1188,515,1,1,0
chr6,15800001,15900000,1835,2113,909,662,6,13,0
chr6,15900001,16000000,1518,2335,463,1010,9,1,0
chr6,16000001,16100000,2018,1542,897,595,17,3,0
chr6,16100001,16200000,1587,1996,491,848,10,1,0
chr6,16200001,16300000,1536,2003,574,961,5,1,0
chr6,16300001,16400000,1852,2378,827,837,3,9,0
chr6,16400001,16500000,1647,2716,878,1349,2,7,0
chr6,16500001,16600000,1855,1938,706,952,6,1,0
chr6,16600001,16700000,1227,1725,467,584,9,2,0.471691016
chr6,16700001,16800000,1437,1532,502,440,1,2,0
chr6,16800001,16900000,1394,2098,471,559,4,7,0
chr6,16900001,17000000,1849,2158,747,776,49,14,0
chr6,17000001,17100000,1602,1543,569,717,11,1,0
chr6,17100001,17200000,1488,2131,467,810,12,8,0.235845508
chr6,17200001,17300000,1660,1375,513,533,22,20,0
chr6,17300001,17400000,1477,1687,503,616,2,5,0
chr6,17400001,17500000,1695,2058,627,805,3,0,0
chr6,17500001,17600000,391,2031,206,523,3,11,0.707536525
chr6,17600001,17700000,1024,2081,199,749,10,0,0
chr6,17700001,17800000,1197,1982,352,768,0,0,0
chr6,17800001,17900000,1662,1972,588,561,8,7,0.235845508
chr6,17900001,18000000,1377,1541,175,718,40,20,0.235845508
chr6,18000001,18100000,1558,1736,513,322,11,1,0.235845508
chr6,18100001,18200000,1848,1191,492,259,13,15,0
chr6,18200001,18300000,1855,1388,711,531,0,37,0
chr6,18300001,18400000,1468,2008,624,510,0,15,0
chr6,18400001,18500000,1810,1855,685,600,0,11,0
chr6,18500001,18600000,1024,1598,442,553,0,21,0
chr6,18600001,18700000,1033,1575,450,399,0,78,0
chr6,18700001,18800000,1407,1933,447,566,1,3,0
chr6,18800001,18900000,1674,1459,525,481,7,12,0
chr6,18900001,19000000,1652,1625,494,395,4,31,0
chr6,19000001,19100000,1140,2092,539,560,21,6,0
chr6,19100001,19200000,1809,1528,643,414,24,6,0
chr6,19200001,19300000,1208,1306,505,331,29,25,0
chr6,19300001,19400000,1431,1922,445,631,17,24,0.235845508
chr6,19400001,19500000,1174,2325,276,874,14,1,0.235845508
chr6,19500001,19600000,1664,1357,456,472,6,0,0
chr6,19600001,19700000,1347,1413,322,411,45,1,0
chr6,19700001,19800000,1486,2229,506,719,23,0,0
chr6,19800001,19900000,1801,1386,782,606,26,0,0.471691016
chr6,19900001,20000000,1454,2359,396,603,22,2,0.472808734
chr6,20000001,20100000,1423,1939,597,397,41,14,0
chr6,20100001,20200000,1228,2017,398,806,37,50,0.235845508
chr6,20200001,20300000,1600,1576,362,526,16,30,0.235845508
chr6,20300001,20400000,1485,1641,590,642,10,7,0.235845508
chr6,20400001,20500000,1427,1455,340,462,22,25,0.709782604
chr6,20500001,20600000,1601,892,810,221,4,3,0
chr6,20600001,20700000,1239,1684,572,605,1,4,0
chr6,20700001,20800000,1563,1873,516,499,11,3,0
chr6,20800001,20900000,1392,2315,453,800,39,67,0
chr6,20900001,21000000,1172,1383,405,303,92,19,0.471691016
chr6,21000001,21100000,1127,1852,313,555,51,51,0.235845508
chr6,21100001,21200000,1401,1581,351,462,11,51,2.603274414
chr6,21200001,21300000,1366,1773,562,802,59,21,0.471691016
chr6,21300001,21400000,1351,1499,489,421,26,26,0
chr6,21400001,21500000,1080,1433,279,335,61,68,0.471691016
chr6,21500001,21600000,1176,2034,343,819,32,10,0.707536525
chr6,21600001,21700000,1242,2236,318,895,4,27,1.186008972
chr6,21700001,21800000,1393,1289,300,348,46,40,0.709782604
chr6,21800001,21900000,914,1747,445,593,21,90,0.473937096
chr6,21900001,22000000,802,1241,191,294,32,92,0.235845508
chr6,22000001,22100000,1079,1278,319,293,17,43,0
chr6,22100001,22200000,1333,1248,310,267,16,42,0.235845508
chr6,22200001,22300000,1123,1719,358,669,30,100,0.707536525
chr6,22300001,22400000,943,1425,172,374,45,25,1.420693722
chr6,22400001,22500000,1409,1168,508,403,5,87,0.473926451
chr6,22500001,22600000,1450,1593,714,394,23,29,0
chr6,22600001,22700000,1574,2014,743,481,3,32,0
chr6,22700001,22800000,1488,1199,574,322,121,34,0
chr6,22800001,22900000,1408,911,526,343,10,33,0.473937096
chr6,22900001,23000000,1359,1029,447,314,16,59,0
chr6,23000001,23100000,850,1700,227,504,32,35,0.471691016
chr6,23100001,23200000,1341,1238,380,279,19,63,0.94449975
chr6,23200001,23300000,926,1250,305,353,40,14,0
chr6,23300001,23400000,1284,1275,412,569,44,17,0.235845508
chr6,23400001,23500000,1504,2160,470,713,62,6,0
chr6,23500001,23600000,1026,1930,286,682,52,12,0
chr6,23600001,23700000,879,1446,189,476,47,129,0.235845508
chr6,23700001,23800000,1456,2053,552,610,26,22,0
chr6,23800001,23900000,1055,1845,245,645,31,10,1.417319129
chr6,23900001,24000000,1154,1792,241,596,52,3,0
chr6,24000001,24100000,1171,1411,404,378,95,25,1.180345258
chr6,24100001,24200000,1224,1351,302,423,65,32,0
chr6,24200001,24300000,733,1442,131,549,7,58,0.236963225
chr6,24300001,24400000,1236,1169,240,403,24,118,0.476193972
chr6,24400001,24500000,936,1222,203,446,32,55,1.424046873
chr6,24500001,24600000,911,1332,160,470,20,116,0.707536525
chr6,24600001,24700000,773,1531,114,319,29,148,0
chr6,24700001,24800000,1708,1221,418,322,2,32,0.709782604
chr6,24800001,24900000,1458,1113,236,265,3,84,0.235845508
chr6,24900001,25000000,1287,1468,339,424,55,61,0.471691016
chr6,25000001,25100000,1017,828,204,208,74,159,0.235845508
chr6,25100001,25200000,1223,942,299,238,38,105,0.945628112
chr6,25200001,25300000,1021,1065,217,166,89,17,0.943382033
chr6,25300001,25400000,989,1057,280,218,69,59,0.235845508
chr6,25400001,25500000,1498,1117,419,205,17,38,0
chr6,25500001,25600000,1379,1057,400,265,0,18,0
chr6,25600001,25700000,1717,858,394,138,11,80,0
chr6,25700001,25800000,1067,1942,272,328,15,1,0
chr6,25800001,25900000,1102,1560,279,196,35,5,0
chr6,25900001,26000000,1031,1468,354,386,22,54,1.179227541
chr6,26000001,26100000,1191,1143,282,193,46,18,1.179227541
chr6,26100001,26200000,1025,1144,300,335,31,62,0.707536525
chr6,26200001,26300000,1093,1009,353,235,21,84,0
chr6,26300001,26400000,1526,1330,287,350,32,62,0.235845508
chr6,26400001,26500000,1139,1811,55,518,60,40,0.471691016
chr6,26500001,26600000,1120,1629,116,350,148,4,0.471691016
chr6,26600001,26700000,990,1828,90,334,79,18,0.235845508
chr6,26700001,26800000,1017,1666,263,381,123,25,0.471691016
chr6,26800001,26900000,726,1092,104,309,135,85,0.943382033
chr6,26900001,27000000,1151,1515,319,443,57,45,0.235845508
chr6,27000001,27100000,964,869,291,213,50,67,0.235845508
chr6,27100001,27200000,1546,1447,490,304,15,62,0.709782604
chr6,27200001,27300000,1179,1337,235,327,23,66,0
chr6,27300001,27400000,952,1191,242,265,52,146,0.709782604
chr6,27400001,27500000,1441,1278,488,113,40,95,0
chr6,27500001,27600000,1129,853,271,172,81,240,0.235845508
chr6,27600001,27700000,1035,1174,175,303,50,148,0.707536525
chr6,27700001,27800000,963,977,371,195,117,155,0.471691016
chr6,27800001,27900000,945,1181,266,312,79,166,0.471691016
chr6,27900001,28000000,1042,1053,186,253,16,68,0.471691016
chr6,28000001,28100000,804,1102,172,336,120,88,0.945628112
chr6,28100001,28200000,1061,1697,236,424,23,40,1.909663125
chr6,28200001,28300000,717,1347,177,447,163,36,1.179227541
chr6,28300001,28400000,947,1134,73,496,128,77,0.235845508
chr6,28400001,28500000,1259,1405,247,455,39,62,0
chr6,28500001,28600000,758,1052,106,121,39,106,2.122609574
chr6,28600001,28700000,897,1314,164,398,83,125,0.945628112
chr6,28700001,28800000,984,980,322,317,46,71,0.707536525
chr6,28800001,28900000,989,1406,168,310,48,72,0
chr6,28900001,29000000,1120,905,279,204,31,66,0
chr6,29000001,29100000,764,1067,197,219,101,130,0.235845508
chr6,29100001,29200000,611,742,103,175,31,215,0.945628112
chr6,29200001,29300000,828,791,312,128,68,166,0.471691016
chr6,29300001,29400000,850,1035,200,264,69,42,2.122609574
chr6,29400001,29500000,479,1290,197,185,33,6,0
chr6,29500001,29600000,1101,544,151,103,94,70,0
chr6,29600001,29700000,1079,1306,183,357,40,97,0
chr6,29700001,29800000,894,870,252,198,39,123,0.945628112
chr6,29800001,29900000,886,1167,134,343,109,25,1.886764066
chr6,29900001,30000000,732,1435,122,402,41,87,0
chr6,30000001,30100000,960,677,249,235,18,61,0
chr6,30100001,30200000,740,691,111,136,31,81,0.473937096
chr6,30200001,30300000,753,822,173,269,58,77,1.179227541
chr6,30300001,30400000,916,934,342,188,71,108,0
chr6,30400001,30500000,765,942,183,161,46,118,1.415073049
chr6,30500001,30600000,756,1314,196,349,51,59,1.415073049
chr6,30600001,30700000,942,973,229,413,19,32,0
chr6,30700001,30800000,898,970,59,143,88,134,1.179227541
chr6,30800001,30900000,844,814,112,125,48,110,0.707536525
chr6,30900001,31000000,1073,1243,126,571,62,22,0.471691016
chr6,31000001,31100000,1285,755,254,92,42,32,0
chr6,31100001,31200000,1322,779,582,182,15,88,0
chr6,31200001,31300000,0,589,0,103,0,126,0
chr6,31300001,31400000,0,866,0,282,0,113,0
chr6,31400001,31500000,0,565,0,75,0,41,0
chr6,31500001,31600000,0,1305,0,393,0,9,0
chr6,31600001,31700000,0,645,0,61,0,44,0
chr6,31700001,31800000,0,867,0,158,0,95,0
chr6,31800001,31900000,0,997,0,287,0,71,0
chr6,31900001,32000000,0,1156,0,147,0,47,0
chr6,32000001,32100000,0,1310,0,311,0,57,0
chr7,1,100000,1171,999,346,263,0,30,0
chr7,100001,200000,996,1157,246,548,34,73,0
chr7,200001,300000,855,1242,412,350,77,73,0
chr7,300001,400000,1190,1395,398,245,28,83,0.473937096
chr7,400001,500000,1062,894,190,149,35,66,0.947874192
chr7,500001,600000,935,1138,137,186,53,42,0.471691016
chr7,600001,700000,1071,984,168,395,73,121,0.471691016
chr7,700001,800000,1056,1270,374,326,81,56,0.707536525
chr7,800001,900000,1296,1023,377,263,53,65,0.709782604
chr7,900001,1000000,818,1516,232,536,51,33,1.437972109
chr7,1000001,1100000,1640,832,513,166,17,40,0.235845508
chr7,1100001,1200000,636,1091,109,195,21,74,0.471691016
chr7,1200001,1300000,924,826,150,153,53,71,0.471691016
chr7,1300001,1400000,799,1940,124,753,65,18,1.428723554
chr7,1400001,1500000,1311,1657,491,522,15,53,0.235845508
chr7,1500001,1600000,1499,1208,628,263,34,50,1.42410056
chr7,1600001,1700000,1213,1174,177,174,36,126,0
chr7,1700001,1800000,1173,1527,158,275,64,41,1.952163966
chr7,1800001,1900000,1406,1451,249,251,28,8,0.235845508
chr7,1900001,2000000,1345,1188,225,141,9,71,0.473937096
chr7,2000001,2100000,1097,1084,108,199,34,62,2.612355611
chr7,2100001,2200000,982,1124,235,214,51,16,0
chr7,2200001,2300000,924,1171,184,228,8,35,0.714317955
chr7,2300001,2400000,1012,1569,239,341,9,58,0
chr7,2400001,2500000,1207,1015,215,189,60,150,0.235845508
chr7,2500001,2600000,1590,1070,239,287,30,46,0.235845508
chr7,2600001,2700000,855,12,114,2,102,0,0.471691016
chr7,2700001,2800000,957,0,280,0,35,0,0.943382033
chr7,2800001,2900000,1122,15,321,5,60,0,0.945628112
chr7,2900001,3000000,1257,1242,515,445,19,1,0.950163464
chr7,3000001,3100000,493,1217,36,407,50,127,0.235845508
chr7,3100001,3200000,1089,24,373,1,24,10,0.709782604
chr7,3200001,3300000,818,6,213,0,59,0,1.417319129
chr7,3300001,3400000,1233,0,390,0,27,0,0.235845508
chr7,3400001,3500000,1192,70,138,31,34,0,0
chr7,3500001,3600000,1143,954,244,194,55,35,0
chr7,3600001,3700000,1104,1113,228,271,57,83,0.235845508
chr7,3700001,3800000,1125,1168,236,315,65,32,0.471691016
chr7,3800001,3900000,900,952,114,241,160,25,1.898037655
chr7,3900001,4000000,860,1436,141,414,112,40,3.558071366
chr7,4000001,4100000,1151,1051,266,130,46,88,0.235845508
chr7,4100001,4200000,1129,1157,176,205,49,103,0.943382033
chr7,4200001,4300000,858,875,130,124,96,172,0.235845508
chr7,4300001,4400000,1159,977,239,176,34,119,0
chr7,4400001,4500000,1079,1241,178,229,73,50,0
chr7,4500001,4600000,1477,1392,341,211,120,78,1.415073049
chr7,4600001,4700000,1184,1043,264,250,26,61,0
chr7,4700001,4800000,898,1089,211,256,10,105,0.945628112
chr7,4800001,4900000,1089,1654,218,456,27,10,1.42185448
chr7,4900001,5000000,959,932,215,107,24,96,0.945628112
chr7,5000001,5100000,954,1292,170,232,70,72,0.943382033
chr7,5100001,5200000,724,1126,200,265,53,10,0.235845508
chr7,5200001,5300000,1090,1154,287,246,45,20,0.235845508
chr7,5300001,5400000,1118,999,350,176,8,49,0
chr7,5400001,5500000,1464,972,384,261,21,16,0
chr7,5500001,5600000,1468,924,195,180,21,77,0
chr7,5600001,5700000,1073,965,186,286,30,22,1.186008972
chr7,5700001,5800000,1160,1735,351,484,22,38,0
chr7,5800001,5900000,1047,1421,161,376,25,28,0.707536525
chr7,5900001,6000000,1236,1708,406,394,25,19,0.235845508
chr7,6000001,6100000,1023,1099,150,210,23,50,1.421811439
chr7,6100001,6200000,1976,979,835,188,2,24,0
chr7,6200001,6300000,1482,1142,423,243,1,24,0.473926451
chr7,6300001,6400000,1201,1207,344,253,4,42,0.236963225
chr7,6400001,6500000,2045,1468,650,333,3,47,0
chr7,6500001,6600000,1896,943,507,282,0,31,0
chr7,6600001,6700000,1547,2503,307,799,4,0,0.236963225
chr7,6700001,6800000,1707,1996,549,637,0,11,0.471691016
chr7,6800001,6900000,1619,1386,370,299,20,3,0.235845508
chr7,6900001,7000000,1558,1747,246,453,44,13,0
chr7,7000001,7100000,1787,1604,350,437,16,6,0
chr7,7100001,7200000,1173,1757,176,682,43,5,0.236963225
chr7,7200001,7300000,1398,1379,405,252,21,39,0.236963225
chr7,7300001,7400000,1193,1320,330,263,35,27,0
chr7,7400001,7500000,1679,1651,986,323,6,20,0
chr7,7500001,7600000,1596,1404,517,275,19,38,0
chr7,7600001,7700000,1798,1327,505,215,8,44,0
chr7,7700001,7800000,1334,1318,419,429,18,40,0.236963225
chr7,7800001,7900000,1875,1406,651,492,14,46,0
chr7,7900001,8000000,1296,1576,436,608,18,3,0
chr7,8000001,8100000,1551,1666,563,526,46,11,0.471691016
chr7,8100001,8200000,1701,1756,750,421,8,14,0
chr7,8200001,8300000,1793,2434,666,761,2,0,0
chr7,8300001,8400000,1397,1633,297,418,18,20,0
chr7,8400001,8500000,1540,2254,439,801,28,8,0
chr7,8500001,8600000,1364,1694,409,437,0,8,0.235845508
chr7,8600001,8700000,1365,2014,494,735,1,33,0
chr7,8700001,8800000,1528,1725,658,529,1,39,0.235845508
chr7,8800001,8900000,1239,1239,479,389,16,35,0
chr7,8900001,9000000,1494,1605,609,537,9,18,0
chr7,9000001,9100000,1207,1701,394,446,8,13,0
chr7,9100001,9200000,2111,2035,954,511,0,51,0.235845508
chr7,9200001,9300000,1747,1491,402,323,5,18,0
chr7,9300001,9400000,1843,1868,547,651,22,1,0.471691016
chr7,9400001,9500000,1815,1709,499,588,3,7,0.235845508
chr7,9500001,9600000,1685,1662,653,516,20,15,0
chr7,9600001,9700000,2052,1716,990,681,3,2,0
chr7,9700001,9800000,1656,1748,929,622,6,12,0
chr7,9800001,9900000,1506,1890,525,798,0,4,0
chr7,9900001,10000000,783,2168,247,799,0,15,0
chr7,10000001,10100000,1357,1997,424,485,11,11,0
chr7,10100001,10200000,1262,1952,336,670,8,23,0
chr7,10200001,10300000,1215,2324,335,672,48,25,0
chr7,10300001,10400000,1501,2153,487,539,4,8,0
chr7,10400001,10500000,1908,1956,816,884,1,1,0
chr7,10500001,10600000,1777,2219,767,797,3,3,0
chr7,10600001,10700000,1832,2019,757,604,19,2,0
chr7,10700001,10800000,1539,1508,508,468,13,6,0
chr7,10800001,10900000,1722,1776,739,503,3,4,0
chr7,10900001,11000000,1739,1348,573,370,0,4,0
chr7,11000001,11100000,1571,1895,462,470,2,36,0
chr7,11100001,11200000,1637,2107,858,662,6,16,0.235845508
chr7,11200001,11300000,1596,2181,525,949,1,10,0.708654242
chr7,11300001,11400000,1532,2623,654,857,3,0,0.235845508
chr7,11400001,11500000,1544,2035,592,671,5,20,0
chr7,11500001,11600000,1620,1555,395,425,19,32,0
chr7,11600001,11700000,1790,1977,621,799,20,12,0
chr7,11700001,11800000,1680,2603,834,1280,3,1,0
chr7,11800001,11900000,1764,1797,791,568,18,4,0
chr7,11900001,12000000,2105,1851,795,466,5,2,0
chr7,12000001,12100000,1338,1807,408,654,0,0,0
chr7,12100001,12200000,2077,1888,733,759,2,20,0
chr7,12200001,12300000,2262,1825,930,618,3,2,0
chr7,12300001,12400000,1345,1615,639,412,0,15,0
chr7,12400001,12500000,1637,1470,611,474,1,31,0.471691016
chr7,12500001,12600000,1837,1960,836,542,25,2,0
chr7,12600001,12700000,1309,1751,374,496,30,3,0
chr7,12700001,12800000,1699,2525,810,730,4,0,0
chr7,12800001,12900000,2130,2406,1043,772,4,0,0
chr7,12900001,13000000,1431,2250,658,894,19,15,0
chr7,13000001,13100000,1141,2222,337,847,39,4,0
chr7,13100001,13200000,1820,2328,858,909,13,0,0
chr7,13200001,13300000,1516,2221,430,934,31,0,0.236963225
chr7,13300001,13400000,1610,6003,607,506,27,4,0
chr7,13400001,13500000,1584,2646,374,1301,9,1,0.471691016
chr7,13500001,13600000,1837,2006,610,911,1,8,0
chr7,13600001,13700000,1704,2303,655,905,24,18,0
chr7,13700001,13800000,2003,1844,1009,599,0,10,0
chr7,13800001,13900000,1849,1495,1095,561,0,40,0
chr7,13900001,14000000,1583,1890,862,888,59,18,0
chr7,14000001,14100000,2134,2090,1068,679,29,21,0
chr7,14100001,14200000,1674,2036,565,749,9,27,0.471691016
chr7,14200001,14300000,1194,1512,260,346,40,28,0.471691016
chr7,14300001,14400000,1597,2214,575,714,16,18,0.235845508
chr7,14400001,14500000,1408,1382,415,367,0,54,0.235845508
chr7,14500001,14600000,1804,1586,745,450,2,34,0
chr7,14600001,14700000,1540,1858,469,461,9,2,0
chr7,14700001,14800000,1973,1749,737,341,0,50,0
chr7,14800001,14900000,1740,2036,765,787,4,3,0.235845508
chr7,14900001,15000000,1518,1553,383,604,13,2,1.419554563
chr7,15000001,15100000,1087,2138,305,866,64,1,0
chr7,15100001,15200000,1641,1607,658,659,13,25,0
chr7,15200001,15300000,2932,1480,894,240,46,42,0
chr7,15300001,15400000,1369,1284,503,372,12,38,0
chr7,15400001,15500000,1720,1915,527,597,17,2,0.235845508
chr7,15500001,15600000,2349,1740,887,472,3,7,0
chr7,15600001,15700000,1320,2012,180,668,10,3,0
chr7,15700001,15800000,1689,1320,461,315,4,51,0.235845508
chr7,15800001,15900000,1821,1641,676,525,10,4,0
chr7,15900001,16000000,1800,1747,846,648,36,52,0.471691016
chr7,16000001,16100000,1648,1731,526,405,25,43,1.179227541
chr7,16100001,16200000,1444,1700,369,608,1,45,1.18369841
chr7,16200001,16300000,1590,1946,629,949,8,42,0.235845508
chr7,16300001,16400000,1679,1943,523,696,17,23,0.235845508
chr7,16400001,16500000,1274,1570,459,410,16,48,0.471691016
chr7,16500001,16600000,1650,1969,602,658,2,30,0.707536525
chr7,16600001,16700000,1254,2084,261,709,10,20,0.235845508
chr7,16700001,16800000,1717,2097,544,756,27,6,0
chr7,16800001,16900000,1321,1981,527,519,47,6,0.471691016
chr7,16900001,17000000,1181,884,194,240,45,3,0.471691016
chr7,17000001,17100000,1610,1970,714,782,15,0,0.471691016
chr7,17100001,17200000,1495,920,235,258,27,7,0.235845508
chr7,17200001,17300000,1318,1274,396,433,22,0,0.945628112
chr7,17300001,17400000,1556,1783,411,557,15,3,0.235845508
chr7,17400001,17500000,1764,1720,603,401,31,18,0.235845508
chr7,17500001,17600000,1278,1946,358,669,31,45,0.473926451
chr7,17600001,17700000,1393,1722,458,458,20,61,0.235845508
chr7,17700001,17800000,1111,1826,329,428,15,10,0
chr7,17800001,17900000,1304,1867,387,598,7,3,0.235845508
chr7,17900001,18000000,850,2033,191,793,30,0,0.471691016
chr7,18000001,18100000,1099,1396,362,325,52,56,0
chr7,18100001,18200000,1062,1550,184,371,23,42,0.235845508
chr7,18200001,18300000,1494,2273,202,711,55,10,0
chr7,18300001,18400000,1229,1451,265,346,3,20,0.708654242
chr7,18400001,18500000,1107,1787,436,547,24,24,0.471691016
chr7,18500001,18600000,1348,1730,421,588,39,37,0
chr7,18600001,18700000,1276,1126,636,254,54,83,0.235845508
chr7,18700001,18800000,1299,1600,440,357,24,15,0
chr7,18800001,18900000,1153,1714,385,472,74,12,0.235845508
